airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status
RAF Odiham,United Kingdom,Europe,2022-02-18 00:00:00,ODH,Marie Malcolm,Cancelled
Scatsta Airport,United Kingdom,Europe,2022-04-23 00:00:00,SCS,Clem Fardy,Cancelled
Hermes Quijada International Airport,Argentina,South America,2022-06-19 00:00:00,RGA,Parke Howselee,On Time
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-05-01 00:00:00,FKB,Martguerita Treneman,Cancelled
Bristol Airport,United Kingdom,Europe,2022-06-28 00:00:00,BRS,Isa Waterfall,Delayed
San Cristobal de las Casas Airport,Mexico,North America,2022-09-03 00:00:00,SZT,Ringo MacCaig,Delayed
Ravenna Airport,Italy,Europe,2022-02-21 00:00:00,RAN,Gratiana McVeigh,Delayed
Catamarca Airport,Argentina,South America,2022-03-20 00:00:00,CTC,Sunny Popping,Delayed
Chichen Itza International Airport,Mexico,North America,2022-06-26 00:00:00,CZA,Steven Allchorn,On Time
Bologna Guglielmo Marconi Airport,Italy,Europe,2022-09-05 00:00:00,BLQ,Nara Enterlein,Cancelled
Pablo L. Sidar Airport,Mexico,North America,2022-07-16 00:00:00,AZG,Bethany Matijasevic,Cancelled
Del Norte International Airport,Mexico,North America,2022-12-08 00:00:00,NTR,Leona Stower,On Time
Flotta Isle Airport,United Kingdom,Europe,2022-07-21 00:00:00,FLH,Appolonia Sansam,Cancelled
Punta Colorada Airport,Mexico,North America,2022-07-03 00:00:00,PCO,Mirella Doble,Delayed
Braunschweig-Wolfsburg Airport,Germany,Europe,2022-02-16 00:00:00,BWE,Georgeta Lengthorn,Cancelled
Böblingen Flugfeld,Germany,Europe,2022-08-11 00:00:00,PHM,Wake Grishmanov,Delayed
Dr. Arturo H. Illia Airport,Argentina,South America,2022-06-16 00:00:00,GNR,Artus Sheldrake,Cancelled
Leonardo da Vinci–Fiumicino Airport,Italy,Europe,2022-09-11 00:00:00,FCO,Arlee Osan,Delayed
Forlì Airport,Italy,Europe,2022-10-24 00:00:00,FRL,Nadeen Renwick,On Time
St. Mary's Airport,United Kingdom,Europe,2022-09-28 00:00:00,ISC,Halimeda Momery,On Time
Rieti Airport,Italy,Europe,2022-01-13 00:00:00,QRT,Onida Thornber,On Time
RAF Honington,United Kingdom,Europe,2022-09-25 00:00:00,BEQ,Karylin Imlacke,On Time
Monte Caseros Airport,Argentina,South America,2022-09-27 00:00:00,MCS,Belva Epgrave,Cancelled
Decimomannu Air Base,Italy,Europe,2022-04-30 00:00:00,DCI,Joshua Leonards,Delayed
Emden Airport,Germany,Europe,2022-07-03 00:00:00,EME,Jorge Shivlin,Delayed
Rio Mayo Airport,Argentina,South America,2022-12-15 00:00:00,ROY,Vinnie Marages,On Time
RAF Kinloss,United Kingdom,Europe,2022-04-10 00:00:00,FSS,Silas Bowler,On Time
Westerland Sylt Airport,Germany,Europe,2022-04-07 00:00:00,GWT,Jonah Chaimson,Delayed
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-09-17 00:00:00,CUU,Karie Conibeer,Delayed
Sembach Air Base,Germany,Europe,2022-08-05 00:00:00,SEX,Aurelie Frewer,On Time
St Angelo Airport,United Kingdom,Europe,2022-10-14 00:00:00,ENK,Casper Inkles,Delayed
Sierra Grande Airport,Argentina,South America,2022-06-20 00:00:00,SGV,Tessy McWilliam,On Time
General Pedro Jose Mendez International Airport,Mexico,North America,2022-04-03 00:00:00,CVM,Ronnica Goodsir,On Time
Malpensa International Airport,Italy,Europe,2022-05-21 00:00:00,MXP,Elsbeth Skunes,On Time
Chichester/Goodwood Airport,United Kingdom,Europe,2022-07-18 00:00:00,QUG,Aliza Vany,Delayed
Memmingen Allgau Airport,Germany,Europe,2022-02-22 00:00:00,FMM,Josefina Northleigh,Delayed
Lampedusa Airport,Italy,Europe,2022-05-24 00:00:00,LMP,Lura Van der Linde,Delayed
Stronsay Airport,United Kingdom,Europe,2022-02-18 00:00:00,SOY,Robenia Pady,Cancelled
Blackpool International Airport,United Kingdom,Europe,2022-02-04 00:00:00,BLK,Nadeen Fylan,On Time
General Lucio Blanco International Airport,Mexico,North America,2022-09-16 00:00:00,REX,Ainslee Rihanek,On Time
Zapala Airport,Argentina,South America,2022-06-24 00:00:00,APZ,Traver Ambroisin,Delayed
Area De Material Airport,Argentina,South America,2022-01-04 00:00:00,RCU,Casie Leason,Cancelled
Latina Air Base,Italy,Europe,2022-10-31 00:00:00,QLT,Gennifer Simonini,Cancelled
Suboficial Ay Santiago Germano Airport,Argentina,South America,2022-05-06 00:00:00,AFA,Shepherd Avraham,Delayed
General Mariano Escobedo International Airport,Mexico,North America,2022-05-25 00:00:00,MTY,Kenny Bellsham,Delayed
San Felipe International Airport,Mexico,North America,2022-02-03 00:00:00,SFH,Cindra Beert,Cancelled
Sumburgh Airport,United Kingdom,Europe,2022-11-22 00:00:00,LSI,Aymer Ratt,Cancelled
Newcastle Airport,United Kingdom,Europe,2022-01-26 00:00:00,NCL,Wittie Grave,On Time
RAF Waddington,United Kingdom,Europe,2022-01-29 00:00:00,WTN,Kristofor McCaw,Cancelled
Reconquista Airport,Argentina,South America,2022-11-16 00:00:00,RCQ,Arturo Dengate,Delayed
Teniente Benjamin Matienzo Airport,Argentina,South America,2022-10-01 00:00:00,TUC,Bob Dionsetto,On Time
Wiesbaden Army Airfield,Germany,Europe,2022-02-14 00:00:00,WIE,Max Berrycloth,Delayed
Kassel-Calden Airport,Germany,Europe,2022-11-02 00:00:00,KSF,Gauthier Klulisek,On Time
Penzance Heliport,United Kingdom,Europe,2022-04-23 00:00:00,PZE,Freda Lovell,On Time
Francisco Sarabia International Airport,Mexico,North America,2022-06-16 00:00:00,TRC,Magdalena Ugolini,Delayed
Cambridge Airport,United Kingdom,Europe,2022-04-08 00:00:00,CBG,Ichabod Drinkhall,Delayed
Mannheim-City Airport,Germany,Europe,2022-06-21 00:00:00,MHG,Udall Moodycliffe,Delayed
Unst Airport,United Kingdom,Europe,2022-04-13 00:00:00,UNT,Mil L'argent,Delayed
Bayreuth Airport,Germany,Europe,2022-11-01 00:00:00,BYU,Rennie Son,On Time
Newquay Cornwall Airport,United Kingdom,Europe,2022-07-21 00:00:00,NQY,Davy Frisby,Cancelled
Lucca-Tassignano Airport,Italy,Europe,2022-10-05 00:00:00,LCV,Shanta Spadari,Cancelled
Il Caravaggio International Airport,Italy,Europe,2022-05-26 00:00:00,BGY,Derrick McGrayle,Cancelled
Quetzalcóatl International Airport,Mexico,North America,2022-02-22 00:00:00,NLD,Daren Northill,Delayed
Bristol Airport,United Kingdom,Europe,2022-07-20 00:00:00,BRS,Rand Lugden,Delayed
Stuttgart Airport,Germany,Europe,2022-06-03 00:00:00,STR,Xaviera Sadler,Cancelled
Donaueschingen-Villingen Airport,Germany,Europe,2022-02-23 00:00:00,ZQL,Gayleen Paslow,On Time
London Biggin Hill Airport,United Kingdom,Europe,2022-05-19 00:00:00,BQH,Daveen Whitnell,Delayed
Olavarria Airport,Argentina,South America,2022-10-02 00:00:00,OVR,Christos Harsnipe,On Time
Flughafen München-Riem,Germany,Europe,2022-08-21 00:00:00,MUC,Letitia Downe,On Time
Comodoro Pierrestegui Airport,Argentina,South America,2022-10-31 00:00:00,COC,Garvy Capelle,On Time
Berlin-Schönefeld Airport,Germany,Europe,2022-07-11 00:00:00,SXF,Cordey Edwin,Delayed
RAF Mildenhall,United Kingdom,Europe,2022-07-02 00:00:00,MHZ,Tedie Etridge,On Time
General Enrique Mosconi Airport,Argentina,South America,2022-02-09 00:00:00,TTG,Justis Gambles,Cancelled
General Francisco J. Mujica International Airport,Mexico,North America,2022-01-05 00:00:00,MLM,Dana Wabb,On Time
Lübeck Blankensee Airport,Germany,Europe,2022-04-05 00:00:00,LBC,Pierette Southey,Delayed
Tortolì Airport,Italy,Europe,2022-11-19 00:00:00,TTB,Wilmette Huffer,On Time
Fair Isle Airport,United Kingdom,Europe,2022-08-12 00:00:00,FIE,Gris Teliga,On Time
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-05-29 00:00:00,CUU,Venus Nockalls,On Time
Flensburg-Schäferhaus Airport,Germany,Europe,2022-07-05 00:00:00,FLF,Bertram Basey,On Time
Puerto Deseado Airport,Argentina,South America,2022-04-22 00:00:00,PUD,Sanderson Burchill,Delayed
Warton Airport,United Kingdom,Europe,2022-11-25 00:00:00,WRT,Claretta Kleinplac,Cancelled
El Calafate Airport,Argentina,South America,2022-02-05 00:00:00,FTE,Conant Morsley,Delayed
Geilenkirchen Air Base,Germany,Europe,2022-11-04 00:00:00,GKE,Abelard Furney,On Time
Charata Airport,Argentina,South America,2022-12-06 00:00:00,CNT,Liam O'Quin,Delayed
Brigadier D.H.E. Ruiz Airport,Argentina,South America,2022-05-03 00:00:00,CSZ,Ursula Richfield,On Time
Rincon De Los Sauces Airport,Argentina,South America,2022-07-13 00:00:00,RDS,Fabe Dri,Delayed
Bahía de los Ángeles Airport,Mexico,North America,2022-07-17 00:00:00,BHL,Betteanne Hookes,Delayed
RAF Linton-On-Ouse,United Kingdom,Europe,2022-11-13 00:00:00,HRT,Leda Edgerley,Cancelled
Bitburg Airport,Germany,Europe,2022-10-25 00:00:00,BBJ,Blair Troucher,Delayed
Comodoro Pedro Zanni Airport,Argentina,South America,2022-03-27 00:00:00,PEH,Fania Petrello,On Time
Sigonella Navy Air Base,Italy,Europe,2022-02-03 00:00:00,NSY,Izaak Mutter,Delayed
Cananea National Airport,Mexico,North America,2022-07-25 00:00:00,CNA,Eziechiele Pavis,On Time
Papa Westray Airport,United Kingdom,Europe,2022-11-30 00:00:00,PPW,Lebbie Sands-Allan,Delayed
Sywell Aerodrome,United Kingdom,Europe,2022-07-12 00:00:00,ORM,Gianni Swire,Cancelled
Coventry Airport,United Kingdom,Europe,2022-04-11 00:00:00,CVT,Fernando Bricksey,On Time
Wilhelmshaven-Mariensiel Airport,Germany,Europe,2022-05-14 00:00:00,WVN,Carver Alleyn,Delayed
St. Mary's Airport,United Kingdom,Europe,2022-09-29 00:00:00,ISC,Cybill Normant,Cancelled
Villa Reynolds Airport,Argentina,South America,2022-04-08 00:00:00,VME,Karolina Yegorovnin,Delayed
Perito Moreno Airport,Argentina,South America,2022-01-03 00:00:00,PMQ,Gaylord Cranmere,On Time
Don Miguel Hidalgo Y Costilla International Airport,Mexico,North America,2022-10-13 00:00:00,GDL,Kelsey Hartman,Cancelled
Oxford (Kidlington) Airport,United Kingdom,Europe,2022-11-04 00:00:00,OXF,Shea Fawson,On Time
General Urquiza Airport,Argentina,South America,2022-11-14 00:00:00,PRA,Dar Antonsen,Delayed
El Dorado Airport,Argentina,South America,2022-01-13 00:00:00,ELO,Phillip Draysey,Cancelled
Héroes De Malvinas Airport,Argentina,South America,2022-09-30 00:00:00,TDL,Nealy Douty,Delayed
Glasgow Prestwick Airport,United Kingdom,Europe,2022-11-18 00:00:00,PIK,Dasi Peerman,Delayed
RAF Upper Heyford,United Kingdom,Europe,2022-08-19 00:00:00,UHF,Arlana McBlain,Delayed
Dundee Airport,United Kingdom,Europe,2022-02-02 00:00:00,DND,Sinclare Sivorn,Delayed
Sumburgh Airport,United Kingdom,Europe,2022-03-30 00:00:00,LSI,Joycelin Dimitrie,Delayed
Querétaro Intercontinental Airport,Mexico,North America,2022-11-08 00:00:00,QRO,Collete Dudleston,Cancelled
Coventry Airport,United Kingdom,Europe,2022-07-15 00:00:00,CVT,Dougy Lashmar,Cancelled
Tres Arroyos Airport,Argentina,South America,2022-12-10 00:00:00,OYO,Radcliffe Baiss,Cancelled
Flughafen München-Riem,Germany,Europe,2022-01-31 00:00:00,MUC,Meggi Cranstoun,Delayed
RAF Leuchars,United Kingdom,Europe,2022-03-10 00:00:00,ADX,Gilemette Seggie,Delayed
El Calafate Airport,Argentina,South America,2022-05-09 00:00:00,FTE,Gardner Avesque,On Time
Turin Airport,Italy,Europe,2022-07-23 00:00:00,TRN,Glenda Accomb,On Time
Magdeburg City Airport,Germany,Europe,2022-01-31 00:00:00,ZMG,Averell Rollins,Cancelled
Böblingen Flugfeld,Germany,Europe,2022-09-29 00:00:00,PHM,Sidnee Sivess,On Time
Salina Cruz Naval Air Station,Mexico,North America,2022-09-21 00:00:00,SCX,Tiffi Housaman,On Time
Lago Argentino Airport,Argentina,South America,2022-12-13 00:00:00,ING,Barby Stickel,Delayed
Ingolstadt Manching Airport,Germany,Europe,2022-04-19 00:00:00,IGS,Avivah Dunmore,Delayed
El Lencero Airport,Mexico,North America,2022-05-28 00:00:00,JAL,Zoe Dani,Delayed
Salerno Costa d'Amalfi Airport,Italy,Europe,2022-02-16 00:00:00,QSR,Ettie Melley,Delayed
Barrow Walney Island Airport,United Kingdom,Europe,2022-05-20 00:00:00,BWF,Nert MacIlhargy,Delayed
Corrientes Airport,Argentina,South America,2022-07-18 00:00:00,CNQ,Cyndi Moffet,Delayed
Il Caravaggio International Airport,Italy,Europe,2022-09-25 00:00:00,BGY,Neall Bulpitt,Delayed
Punta Colorada Airport,Mexico,North America,2022-11-14 00:00:00,PCO,Marnie Akehurst,Cancelled
Heidelberg Army Helicopter Base,Germany,Europe,2022-03-04 00:00:00,HDB,Catherine Eastbrook,On Time
Carmen De Patagones Airport,Argentina,South America,2022-05-09 00:00:00,CPG,Adella Giacomo,On Time
Zamora Airport,Mexico,North America,2022-06-08 00:00:00,ZMM,Roderic Corley,Cancelled
Berlin Brandenburg Airport (U.C.),Germany,Europe,2022-03-31 00:00:00,BER,Opaline Gapp,Delayed
Valle Del Conlara International Airport,Argentina,South America,2022-03-11 00:00:00,RLO,Dmitri McLeese,Cancelled
Siegerland Airport,Germany,Europe,2022-08-26 00:00:00,SGE,Erik Greenhowe,Delayed
Mannheim-City Airport,Germany,Europe,2022-04-21 00:00:00,MHG,Dannie Lightbourn,On Time
Glasgow Prestwick Airport,United Kingdom,Europe,2022-09-16 00:00:00,PIK,Shawnee Geary,Cancelled
Coventry Airport,United Kingdom,Europe,2022-12-08 00:00:00,CVT,Lona Sandbrook,Cancelled
Almirante Marco Andres Zar Airport,Argentina,South America,2022-02-16 00:00:00,REL,Cash Ventam,On Time
Jesús Terán Paredo International Airport,Mexico,North America,2022-08-23 00:00:00,AGU,Waite Bukowski,Delayed
Malvinas Argentinas Airport,Argentina,South America,2022-01-26 00:00:00,USH,Valina Santori,Delayed
Area De Material Airport,Argentina,South America,2022-04-21 00:00:00,RCU,Towney Semrad,Delayed
Licenciado y General Ignacio Lopez Rayon Airport,Mexico,North America,2022-02-13 00:00:00,UPN,Baxy Quakley,On Time
Playa del Carmen Airport,Mexico,North America,2022-01-22 00:00:00,PCM,Glynda Forri,On Time
Tulum Naval Air Station,Mexico,North America,2022-12-02 00:00:00,TUY,Vittoria Ortelt,On Time
London Heathrow Airport,United Kingdom,Europe,2022-04-07 00:00:00,LHR,Gasparo Tour,Delayed
RAF Lakenheath,United Kingdom,Europe,2022-09-19 00:00:00,LKZ,Alvera Pyrke,On Time
Benbecula Airport,United Kingdom,Europe,2022-05-15 00:00:00,BEB,Elyn Tockell,Delayed
Del Bajío International Airport,Mexico,North America,2022-09-04 00:00:00,BJX,Clarine Caush,On Time
Nottingham Airport,United Kingdom,Europe,2022-11-27 00:00:00,NQT,Trever Fontell,On Time
Villa Reynolds Airport,Argentina,South America,2022-02-22 00:00:00,VME,Ranice Oby,Cancelled
La Plata Airport,Argentina,South America,2022-09-12 00:00:00,LPG,Bibby Hayers,Cancelled
Norderney Airport,Germany,Europe,2022-10-13 00:00:00,NRD,Matilda Casey,Cancelled
Köthen Airport,Germany,Europe,2022-04-16 00:00:00,KOQ,Adah Hess,On Time
Lemwerder Airport,Germany,Europe,2022-03-15 00:00:00,XLW,Corty Hayne,Delayed
Villa Dolores Airport,Argentina,South America,2022-02-27 00:00:00,VDR,Indira Farnish,Cancelled
Cottbus-Drewitz Airport,Germany,Europe,2022-11-16 00:00:00,CBU,Laurena Hanhart,On Time
Ciudad Obregón International Airport,Mexico,North America,2022-02-24 00:00:00,CEN,Putnam Mandy,Cancelled
Shoreham Airport,United Kingdom,Europe,2022-05-01 00:00:00,ESH,Durward Nurse,On Time
Glasgow International Airport,United Kingdom,Europe,2022-08-26 00:00:00,GLA,Jonis Honatsch,On Time
Abreojos Airport,Mexico,North America,2022-10-20 00:00:00,AJS,Brock Battell,On Time
Southampton Airport,United Kingdom,Europe,2022-10-17 00:00:00,SOU,Idalina Heavyside,On Time
Saenz Peña Airport,Argentina,South America,2022-08-26 00:00:00,SZQ,Darrell Paradin,On Time
Flotta Isle Airport,United Kingdom,Europe,2022-06-26 00:00:00,FLH,Caye Levet,On Time
Del Bajío International Airport,Mexico,North America,2022-02-06 00:00:00,BJX,Towny Stenhouse,Delayed
Stuttgart Airport,Germany,Europe,2022-11-29 00:00:00,STR,Cal Dymick,Cancelled
Playa De Oro International Airport,Mexico,North America,2022-04-23 00:00:00,ZLO,Jamill Farmar,Delayed
El Tehuelche Airport,Argentina,South America,2022-05-28 00:00:00,PMY,Jeramie Nursey,Delayed
General Rafael Buelna International Airport,Mexico,North America,2022-07-01 00:00:00,MZT,Padraig Harnes,Delayed
RAF Benson,United Kingdom,Europe,2022-02-08 00:00:00,BEX,Wade Daddow,Delayed
Fair Isle Airport,United Kingdom,Europe,2022-12-10 00:00:00,FIE,Diannne Filisov,Cancelled
Reconquista Airport,Argentina,South America,2022-08-22 00:00:00,RCQ,Sandra Feldberg,On Time
RAF Alconbury,United Kingdom,Europe,2022-11-17 00:00:00,AYH,Ruperta Greatrex,On Time
Ingolstadt Manching Airport,Germany,Europe,2022-11-11 00:00:00,IGS,Dallon Knight,Cancelled
Quetzalcóatl International Airport,Mexico,North America,2022-03-24 00:00:00,NLD,Caril Casbon,On Time
Perth/Scone Airport,United Kingdom,Europe,2022-07-29 00:00:00,PSL,Irene Guilleton,Delayed
Mercedes Airport,Argentina,South America,2022-08-03 00:00:00,MDX,Jeni Biggam,Delayed
Oban Airport,United Kingdom,Europe,2022-01-16 00:00:00,OBN,Ado Beszant,On Time
Valle Del Conlara International Airport,Argentina,South America,2022-10-19 00:00:00,RLO,Linea Touhig,Cancelled
28 de Noviembre Airport,Argentina,South America,2022-03-07 00:00:00,RYO,Kele Laffin,On Time
Santa Lucia Air Force Base,Mexico,North America,2022-10-01 00:00:00,NLU,Wilone Erett,Delayed
Gualeguaychu Airport,Argentina,South America,2022-10-20 00:00:00,GHU,Caril Schofield,On Time
Aachen-Merzbrück Airport,Germany,Europe,2022-11-23 00:00:00,AAH,Parke Feasey,On Time
Aosta Airport,Italy,Europe,2022-07-28 00:00:00,AOT,Thurston Gotthard.sf,Cancelled
Penzance Heliport,United Kingdom,Europe,2022-03-26 00:00:00,PZE,Kalil Leyzell,On Time
Geilenkirchen Air Base,Germany,Europe,2022-04-14 00:00:00,GKE,Fabien Orniz,Delayed
Hamburg-Finkenwerder Airport,Germany,Europe,2022-06-19 00:00:00,XFW,Christan Newe,Cancelled
Playa del Carmen Airport,Mexico,North America,2022-04-21 00:00:00,PCM,Stefa Ganiford,Cancelled
Aviano Air Base,Italy,Europe,2022-02-12 00:00:00,AVB,Stavro Riddlesden,On Time
Mönchengladbach Airport,Germany,Europe,2022-03-02 00:00:00,MGL,Korey Scemp,Delayed
Juist Airport,Germany,Europe,2022-11-20 00:00:00,JUI,Wang Sanney,Cancelled
Junin Airport,Argentina,South America,2022-02-04 00:00:00,JNI,Juliet Glascott,On Time
City of Derry Airport,United Kingdom,Europe,2022-11-09 00:00:00,LDY,Anjanette Dooley,Delayed
Il Caravaggio International Airport,Italy,Europe,2022-08-03 00:00:00,BGY,Denney Stanyan,Cancelled
Wick Airport,United Kingdom,Europe,2022-03-11 00:00:00,WIC,Reg Haverson,On Time
Udine-Campoformido Air Base,Italy,Europe,2022-06-13 00:00:00,UDN,Emelina Bosence,Delayed
Tapachula International Airport,Mexico,North America,2022-02-13 00:00:00,TAP,Weber Pamment,Delayed
Quetzalcóatl International Airport,Mexico,North America,2022-07-04 00:00:00,NLD,Guinevere Naismith,Cancelled
Schönhagen Airport,Germany,Europe,2022-01-30 00:00:00,QXH,Emelita Folkard,Delayed
Falcone–Borsellino Airport,Italy,Europe,2022-04-16 00:00:00,PMO,Fawne Danne,Cancelled
Wick Airport,United Kingdom,Europe,2022-11-20 00:00:00,WIC,Rickey Nitti,Delayed
Ponciano Arriaga International Airport,Mexico,North America,2022-06-30 00:00:00,SLP,Foster Dike,Delayed
St Angelo Airport,United Kingdom,Europe,2022-12-16 00:00:00,ENK,Roxanna Rusling,On Time
Ministro Pistarini International Airport,Argentina,South America,2022-04-24 00:00:00,EZE,Gabriell Gambie,Cancelled
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-09-09 00:00:00,CUU,Nonnah Sanchis,Cancelled
Area De Material Airport,Argentina,South America,2022-07-13 00:00:00,RCU,Carolyne Kenvin,Delayed
RAF Cottesmore,United Kingdom,Europe,2022-12-30 00:00:00,OKH,Dasi Anning,On Time
Neubrandenburg Airport,Germany,Europe,2022-10-23 00:00:00,FNB,Powell Canete,Delayed
Hawarden Airport,United Kingdom,Europe,2022-08-19 00:00:00,CEG,Derril Dulwich,Cancelled
Essen Mulheim Airport,Germany,Europe,2022-01-30 00:00:00,ESS,Elton Gorwood,Delayed
Turin Airport,Italy,Europe,2022-10-01 00:00:00,TRN,Sonja Troni,On Time
Manchester Airport,United Kingdom,Europe,2022-09-21 00:00:00,MAN,Janenna Cockney,Cancelled
RAF Wildenrath,Germany,Europe,2022-01-13 00:00:00,WID,Alf Lippo,On Time
Necochea Airport,Argentina,South America,2022-08-06 00:00:00,NEC,Trent Haddacks,Cancelled
Curuzu Cuatia Airport,Argentina,South America,2022-01-24 00:00:00,UZU,Anny Kaser,On Time
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-08-16 00:00:00,FKB,Marylou Grayer,Delayed
Pisa International Airport,Italy,Europe,2022-04-27 00:00:00,PSA,Devina Dumbell,On Time
Bragado Airport,Argentina,South America,2022-08-23 00:00:00,QRF,Zachery Haxell,On Time
La Plata Airport,Argentina,South America,2022-07-12 00:00:00,LPG,Reynard Trainer,On Time
Wilhelmshaven-Mariensiel Airport,Germany,Europe,2022-03-30 00:00:00,WVN,Mort Maxstead,Delayed
Cancún International Airport,Mexico,North America,2022-05-19 00:00:00,CUN,Samaria Demogeot,Delayed
RAF Wyton,United Kingdom,Europe,2022-06-07 00:00:00,QUY,Jamison Godon,Cancelled
Saarbrücken Airport,Germany,Europe,2022-05-22 00:00:00,SCN,Dynah Marcroft,On Time
El Dorado Airport,Argentina,South America,2022-05-16 00:00:00,ELO,Stirling Deboick,Cancelled
San Antonio Copalar Airport,Mexico,North America,2022-04-17 00:00:00,CJT,Torey Bratch,Cancelled
Olbia Costa Smeralda Airport,Italy,Europe,2022-04-14 00:00:00,OLB,Ronny Limb,Cancelled
General Heriberto Jara International Airport,Mexico,North America,2022-04-01 00:00:00,VER,Chevalier Foxcroft,On Time
Frankfurt-Egelsbach Airport,Germany,Europe,2022-01-30 00:00:00,QEF,Reeba Gaythorpe,Cancelled
