airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status,germany_latitude,germany_longitude,argentina_latitude,argentina_longitude,mexico_latitude,mexico_longitude,uk_latitude,uk_longitude,italy_latitude,italy_longitude
Lamezia Terme Airport,Italy,Europe,2022-09-14 00:00:00,SUF,Silva Tracy,On Time,,,,,,,,,38.905400,16.242300
RAF Brize Norton,United Kingdom,Europe,2022-03-25 00:00:00,BZZ,Dulcy Colegrove,On Time,,,,,,,51.750000,-1.583600,,
Venice Marco Polo Airport,Italy,Europe,2022-02-26 00:00:00,VCE,Jake Hackett,Cancelled,,,,,,,,,45.505300,12.340300
Pescara International Airport,Italy,Europe,2022-02-20 00:00:00,PSR,Eileen Cuddehy,Delayed,,,,,,,,,42.431700,14.181100
Penzance Heliport,United Kingdom,Europe,2022-08-28 00:00:00,PZE,Cordy Cutler,On Time,,,,,,,50.117000,-5.516000,,
Berlin-Schönefeld Airport,Germany,Europe,2022-10-31 00:00:00,SXF,Coleen Hulles,On Time,52.380000,13.522500,,,,,,,,
Heringsdorf Airport,Germany,Europe,2022-05-03 00:00:00,HDF,Kanya Regorz,Cancelled,53.878700,14.152300,,,,,,,,
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-12-22 00:00:00,MID,Esmaria Togwell,Cancelled,,,,,20.937000,-89.657700,,,,
Dundee Airport,United Kingdom,Europe,2022-05-04 00:00:00,DND,Lauretta Sandys,Cancelled,,,,,,,56.452500,-3.025800,,
Sembach Air Base,Germany,Europe,2022-08-18 00:00:00,SEX,Morna Kline,Cancelled,49.414000,7.600300,,,,,,,,
Sanday Airport,United Kingdom,Europe,2022-09-16 00:00:00,NDY,Vance Cuthbert,Cancelled,,,,,,,59.250000,-2.576700,,
Chos Malal Airport,Argentina,South America,2022-04-17 00:00:00,HOS,Othella Aires,Delayed,,,-37.444600,-70.222500,,,,,,
London Heathrow Airport,United Kingdom,Europe,2022-10-19 00:00:00,LHR,Nevile Dauncey,On Time,,,,,,,51.471000,-0.456000,,
Maquinchao Airport,Argentina,South America,2022-01-17 00:00:00,MQD,Anders Durban,On Time,,,-41.249400,-68.752200,,,,,,
Gobernador Gregores Airport,Argentina,South America,2022-07-19 00:00:00,GGS,Grissel Heel,Cancelled,,,-48.783100,-70.150300,,,,,,
Böblingen Flugfeld,Germany,Europe,2022-10-17 00:00:00,PHM,Edmon Thornborrow,Delayed,54.158300,13.767200,,,,,,,,
Böblingen Flugfeld,Germany,Europe,2022-10-19 00:00:00,PHM,Tresa Cristea,Cancelled,54.158300,13.767200,,,,,,,,
Giebelstadt Airport,Germany,Europe,2022-02-08 00:00:00,GHF,Bartie Battey,Delayed,49.648100,9.966500,,,,,,,,
Ciudad Constitución Airport,Mexico,North America,2022-01-03 00:00:00,CUA,Juliane Guillford,Cancelled,,,,,25.052800,-111.615000,,,,
Neubrandenburg Airport,Germany,Europe,2022-06-12 00:00:00,FNB,Kaspar Sturdgess,Delayed,53.602200,13.306000,,,,,,,,
Emden Airport,Germany,Europe,2022-07-22 00:00:00,EME,Normie Dumini,Delayed,53.391300,7.227400,,,,,,,,
Alferez Armando Rodriguez Airport,Argentina,South America,2022-03-27 00:00:00,LLS,Basil Nelle,On Time,,,-24.721100,-60.548800,,,,,,
General José María Yáñez International Airport,Mexico,North America,2022-04-07 00:00:00,GYM,Maureene Spada,Cancelled,,,,,27.968900,-110.925500,,,,
Wiesbaden Army Airfield,Germany,Europe,2022-08-26 00:00:00,WIE,Claudian Bushill,Delayed,50.049800,8.325400,,,,,,,,
Malvinas Argentinas Airport,Argentina,South America,2022-06-16 00:00:00,USH,Pippy Buckthorpe,Cancelled,,,-54.843300,-68.294500,,,,,,
Lasham Airport,United Kingdom,Europe,2022-04-20 00:00:00,QLA,Meaghan Aldridge,Cancelled,,,,,,,51.187200,-1.033500,,
Hamburg-Finkenwerder Airport,Germany,Europe,2022-09-28 00:00:00,XFW,Rustie Jouhandeau,Cancelled,53.533500,9.837200,,,,,,,,
Taranto-Grottaglie Marcello Arlotta Airport,Italy,Europe,2022-09-07 00:00:00,TAR,Etienne Trusler,On Time,,,,,,,,,40.517500,17.403200
Bitburg Airport,Germany,Europe,2022-12-14 00:00:00,BBJ,Kirsteni Hovert,Delayed,49.945300,6.565300,,,,,,,,
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-11-20 00:00:00,TPS,Barbe Grutchfield,On Time,,,,,,,,,37.911200,12.487700
Varrelbusch Airport,Germany,Europe,2022-01-23 00:00:00,VAC,Honey Wintour,On Time,52.926900,7.790300,,,,,,,,
Cotswold Airport,United Kingdom,Europe,2022-02-03 00:00:00,GBA,Catlee Paolino,Delayed,,,,,,,51.616400,-1.095800,,
Ramstein Air Base,Germany,Europe,2022-05-28 00:00:00,RMS,Parsifal Franchyonok,Delayed,49.436900,7.600300,,,,,,,,
Oberpfaffenhofen Airport,Germany,Europe,2022-08-07 00:00:00,OBF,Raimundo Burniston,Delayed,48.081400,11.283100,,,,,,,,
Salerno Costa d'Amalfi Airport,Italy,Europe,2022-10-29 00:00:00,QSR,Rozina Chillingsworth,Delayed,,,,,,,,,40.620400,14.911300
Francisco Sarabia International Airport,Mexico,North America,2022-06-14 00:00:00,TRC,Charlton Bevis,Cancelled,,,,,25.568300,-103.410600,,,,
Las Heras Airport,Argentina,South America,2022-05-09 00:00:00,LHS,Gauthier Dunwoody,On Time,,,-46.538300,-68.965300,,,,,,
Friedrichshafen Airport,Germany,Europe,2022-04-13 00:00:00,FDH,Alvie Le Conte,Delayed,47.671300,9.511500,,,,,,,,
Tiree Airport,United Kingdom,Europe,2022-10-20 00:00:00,TRE,Joye McInnery,Cancelled,,,,,,,56.499200,-6.869200,,
Gatow Airport,Germany,Europe,2022-10-27 00:00:00,GWW,Verney Paolillo,Delayed,52.474600,13.137500,,,,,,,,
Licenciado Gustavo Díaz Ordaz International Airport,Mexico,North America,2022-10-26 00:00:00,PVR,Andreana Kobera,Cancelled,,,,,20.680100,-105.254200,,,,
Chetumal International Airport,Mexico,North America,2022-06-08 00:00:00,CTM,Granville Swatton,Cancelled,,,,,18.504700,-88.326800,,,,
Vicecomodoro Angel D. La Paz Aragonés Airport,Argentina,South America,2022-02-22 00:00:00,SDE,Baryram McLanaghan,Cancelled,,,-27.765600,-64.310300,,,,,,
Bielefeld Airport,Germany,Europe,2022-11-02 00:00:00,BFE,Mirilla Huby,Delayed,51.964700,8.544300,,,,,,,,
Brigadier Antonio Parodi Airport,Argentina,South America,2022-05-05 00:00:00,EQS,Bowie Hamblyn,Delayed,,,-42.907200,-71.139500,,,,,,
Almirante Marco Andres Zar Airport,Argentina,South America,2022-07-27 00:00:00,REL,Roderich Mazdon,On Time,,,-43.210500,-65.270300,,,,,,
Aviador C. Campos Airport,Argentina,South America,2022-05-01 00:00:00,CPC,Marion Barajaz,On Time,,,-40.075400,-71.137300,,,,,,
Mercedes Airport,Argentina,South America,2022-02-13 00:00:00,MDX,Thaxter Jonuzi,Delayed,,,-28.037800,-58.767300,,,,,,
Köthen Airport,Germany,Europe,2022-03-09 00:00:00,KOQ,Minny Bancroft,Cancelled,51.856400,11.419200,,,,,,,,
Area De Material Airport,Argentina,South America,2022-07-17 00:00:00,RCU,Torry Fri,Cancelled,,,-33.166900,-64.349900,,,,,,
Pescara International Airport,Italy,Europe,2022-11-18 00:00:00,PSR,Levin Zavattieri,Delayed,,,,,,,,,42.431700,14.181100
Foula Airfield,United Kingdom,Europe,2022-08-31 00:00:00,FOA,Sonnnie Atkinson,Cancelled,,,,,,,60.138900,-2.082200,,
Colonia Sarmiento Airport,Argentina,South America,2022-07-12 00:00:00,OLN,Latisha Meikle,Cancelled,,,-40.967800,-68.233100,,,,,,
Grosseto Air Base,Italy,Europe,2022-09-22 00:00:00,GRS,Sheffield Sneden,On Time,,,,,,,,,42.760300,11.071200
Land's End Airport,United Kingdom,Europe,2022-02-28 00:00:00,LEQ,Kass Mains,Delayed,,,,,,,50.102800,-5.670600,,
Fleetlands Heliport,United Kingdom,Europe,2022-09-21 00:00:00,PME,Matthew McCurdy,Delayed,,,,,,,50.795800,-1.083300,,
General E. Mosconi Airport,Argentina,South America,2022-04-22 00:00:00,CRD,Lorne Lerwill,Delayed,,,-45.785300,-67.465500,,,,,,
Nuremberg Airport,Germany,Europe,2022-11-19 00:00:00,NUE,Cathy Jiracek,Delayed,49.498700,11.066900,,,,,,,,
East Midlands Airport,United Kingdom,Europe,2022-03-15 00:00:00,EMA,Gwendolyn Garnsworthy,Cancelled,,,,,,,52.831100,-1.328100,,
Oristano-Fenosu Airport,Italy,Europe,2022-01-23 00:00:00,FNU,Garrek Spellicy,On Time,,,,,,,,,39.895308,8.638300
Rostock-Laage Airport,Germany,Europe,2022-02-19 00:00:00,RLG,Maurise Pankettman,On Time,53.918200,12.278300,,,,,,,,
Monclova International Airport,Mexico,North America,2022-09-29 00:00:00,LOV,Meade Garrison,On Time,,,,,26.955600,-101.470100,,,,
Fritzlar Airport,Germany,Europe,2022-12-12 00:00:00,FRZ,Hasty Rowter,Cancelled,51.114400,9.285800,,,,,,,,
El Bolson Airport,Argentina,South America,2022-05-01 00:00:00,EHL,Bonnie Philliphs,Delayed,,,-41.943200,-71.532300,,,,,,
Outer Skerries Airport,United Kingdom,Europe,2022-09-29 00:00:00,OUK,Zechariah MacBean,Delayed,,,,,,,55.043000,-1.682000,,
Lecce Galatina Air Base,Italy,Europe,2022-10-20 00:00:00,LCC,Phylis Cassey,Delayed,,,,,,,,,40.239500,18.133300
Bristol Airport,United Kingdom,Europe,2022-10-27 00:00:00,BRS,Reuben Phifer,On Time,,,,,,,51.382700,-2.719100,,
Taranto-Grottaglie Marcello Arlotta Airport,Italy,Europe,2022-08-01 00:00:00,TAR,Sollie Jozwicki,On Time,,,,,,,,,40.517500,17.403200
Hermanos Serdán International Airport,Mexico,North America,2022-08-23 00:00:00,PBC,Davidde Friedlos,Cancelled,,,,,19.158100,-98.371400,,,,
St. Mary's Airport,United Kingdom,Europe,2022-02-18 00:00:00,ISC,Charmain Duff,Delayed,,,,,,,49.913300,-6.291700,,
RAF Alconbury,United Kingdom,Europe,2022-09-28 00:00:00,AYH,Eal Armistead,Cancelled,,,,,,,52.378000,-0.219000,,
Fritzlar Airport,Germany,Europe,2022-06-28 00:00:00,FRZ,Shadow Gorey,Delayed,51.114400,9.285800,,,,,,,,
RAF Odiham,United Kingdom,Europe,2022-02-18 00:00:00,ODH,Marie Malcolm,Cancelled,,,,,,,51.234200,-0.942800,,
Scatsta Airport,United Kingdom,Europe,2022-04-23 00:00:00,SCS,Clem Fardy,Cancelled,,,,,,,60.432800,-1.296100,,
Hermes Quijada International Airport,Argentina,South America,2022-06-19 00:00:00,RGA,Parke Howselee,On Time,,,-53.777700,-67.749400,,,,,,
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-05-01 00:00:00,FKB,Martguerita Treneman,Cancelled,48.779400,8.080500,,,,,,,,
Bristol Airport,United Kingdom,Europe,2022-06-28 00:00:00,BRS,Isa Waterfall,Delayed,,,,,,,51.382700,-2.719100,,
San Cristobal de las Casas Airport,Mexico,North America,2022-09-03 00:00:00,SZT,Ringo MacCaig,Delayed,,,,,16.690300,-92.530100,,,,
Ravenna Airport,Italy,Europe,2022-02-21 00:00:00,RAN,Gratiana McVeigh,Delayed,,,,,,,,,44.364300,12.201700
Catamarca Airport,Argentina,South America,2022-03-20 00:00:00,CTC,Sunny Popping,Delayed,,,-28.593200,-65.751700,,,,,,
Chichen Itza International Airport,Mexico,North America,2022-06-26 00:00:00,CZA,Steven Allchorn,On Time,,,,,20.641300,-88.446200,,,,
Bologna Guglielmo Marconi Airport,Italy,Europe,2022-09-05 00:00:00,BLQ,Nara Enterlein,Cancelled,,,,,,,,,44.535400,11.288700
Pablo L. Sidar Airport,Mexico,North America,2022-07-16 00:00:00,AZG,Bethany Matijasevic,Cancelled,,,,,19.602800,-102.371700,,,,
Del Norte International Airport,Mexico,North America,2022-12-08 00:00:00,NTR,Leona Stower,On Time,,,,,25.865600,-100.237400,,,,
Flotta Isle Airport,United Kingdom,Europe,2022-07-21 00:00:00,FLH,Appolonia Sansam,Cancelled,,,,,,,58.577800,-3.119700,,
Punta Colorada Airport,Mexico,North America,2022-07-03 00:00:00,PCO,Mirella Doble,Delayed,,,,,23.443400,-109.131200,,,,
Braunschweig-Wolfsburg Airport,Germany,Europe,2022-02-16 00:00:00,BWE,Georgeta Lengthorn,Cancelled,52.319200,10.556100,,,,,,,,
Böblingen Flugfeld,Germany,Europe,2022-08-11 00:00:00,PHM,Wake Grishmanov,Delayed,54.158300,13.767200,,,,,,,,
Dr. Arturo H. Illia Airport,Argentina,South America,2022-06-16 00:00:00,GNR,Artus Sheldrake,Cancelled,,,-39.001600,-67.620500,,,,,,
Leonardo da Vinci–Fiumicino Airport,Italy,Europe,2022-09-11 00:00:00,FCO,Arlee Osan,Delayed,,,,,,,,,41.800300,12.238900
Forlì Airport,Italy,Europe,2022-10-24 00:00:00,FRL,Nadeen Renwick,On Time,,,,,,,,,44.194800,12.070100
St. Mary's Airport,United Kingdom,Europe,2022-09-28 00:00:00,ISC,Halimeda Momery,On Time,,,,,,,49.913300,-6.291700,,
Rieti Airport,Italy,Europe,2022-01-13 00:00:00,QRT,Onida Thornber,On Time,,,,,,,,,41.100600,14.220800
RAF Honington,United Kingdom,Europe,2022-09-25 00:00:00,BEQ,Karylin Imlacke,On Time,,,,,,,52.342600,0.772900,,
Monte Caseros Airport,Argentina,South America,2022-09-27 00:00:00,MCS,Belva Epgrave,Cancelled,,,-30.271900,-57.640200,,,,,,
Decimomannu Air Base,Italy,Europe,2022-04-30 00:00:00,DCI,Joshua Leonards,Delayed,,,,,,,,,39.354200,8.972500
Emden Airport,Germany,Europe,2022-07-03 00:00:00,EME,Jorge Shivlin,Delayed,53.391300,7.227400,,,,,,,,
Rio Mayo Airport,Argentina,South America,2022-12-15 00:00:00,ROY,Vinnie Marages,On Time,,,-45.703300,-70.247300,,,,,,
RAF Kinloss,United Kingdom,Europe,2022-04-10 00:00:00,FSS,Silas Bowler,On Time,,,,,,,57.649400,-3.560600,,
Westerland Sylt Airport,Germany,Europe,2022-04-07 00:00:00,GWT,Jonah Chaimson,Delayed,54.913200,8.340500,,,,,,,,
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-09-17 00:00:00,CUU,Karie Conibeer,Delayed,,,,,28.702900,-105.964600,,,,
Sembach Air Base,Germany,Europe,2022-08-05 00:00:00,SEX,Aurelie Frewer,On Time,49.414000,7.600300,,,,,,,,
St Angelo Airport,United Kingdom,Europe,2022-10-14 00:00:00,ENK,Casper Inkles,Delayed,,,,,,,54.398900,-7.651700,,
Sierra Grande Airport,Argentina,South America,2022-06-20 00:00:00,SGV,Tessy McWilliam,On Time,,,-41.591300,-65.339400,,,,,,
General Pedro Jose Mendez International Airport,Mexico,North America,2022-04-03 00:00:00,CVM,Ronnica Goodsir,On Time,,,,,23.703300,-98.956400,,,,
Malpensa International Airport,Italy,Europe,2022-05-21 00:00:00,MXP,Elsbeth Skunes,On Time,,,,,,,,,45.630600,8.728100
Chichester/Goodwood Airport,United Kingdom,Europe,2022-07-18 00:00:00,QUG,Aliza Vany,Delayed,,,,,,,50.859000,-0.759000,,
Memmingen Allgau Airport,Germany,Europe,2022-02-22 00:00:00,FMM,Josefina Northleigh,Delayed,47.988800,10.239500,,,,,,,,
Lampedusa Airport,Italy,Europe,2022-05-24 00:00:00,LMP,Lura Van der Linde,Delayed,,,,,,,,,35.497900,12.618100
Stronsay Airport,United Kingdom,Europe,2022-02-18 00:00:00,SOY,Robenia Pady,Cancelled,,,,,,,59.155300,-2.641400,,
Blackpool International Airport,United Kingdom,Europe,2022-02-04 00:00:00,BLK,Nadeen Fylan,On Time,,,,,,,53.771700,-3.028500,,
General Lucio Blanco International Airport,Mexico,North America,2022-09-16 00:00:00,REX,Ainslee Rihanek,On Time,,,,,25.902500,-98.239200,,,,
Zapala Airport,Argentina,South America,2022-06-24 00:00:00,APZ,Traver Ambroisin,Delayed,,,-38.975500,-70.113600,,,,,,
Area De Material Airport,Argentina,South America,2022-01-04 00:00:00,RCU,Casie Leason,Cancelled,,,-33.166900,-64.349900,,,,,,
Latina Air Base,Italy,Europe,2022-10-31 00:00:00,QLT,Gennifer Simonini,Cancelled,,,,,,,,,41.542400,12.909000
Suboficial Ay Santiago Germano Airport,Argentina,South America,2022-05-06 00:00:00,AFA,Shepherd Avraham,Delayed,,,-34.588200,-68.403900,,,,,,
General Mariano Escobedo International Airport,Mexico,North America,2022-05-25 00:00:00,MTY,Kenny Bellsham,Delayed,,,,,25.778500,-100.107000,,,,
San Felipe International Airport,Mexico,North America,2022-02-03 00:00:00,SFH,Cindra Beert,Cancelled,,,,,30.930200,-114.808700,,,,
Sumburgh Airport,United Kingdom,Europe,2022-11-22 00:00:00,LSI,Aymer Ratt,Cancelled,,,,,,,59.878900,-1.295600,,
Newcastle Airport,United Kingdom,Europe,2022-01-26 00:00:00,NCL,Wittie Grave,On Time,,,,,,,55.037500,-1.691700,,
RAF Waddington,United Kingdom,Europe,2022-01-29 00:00:00,WTN,Kristofor McCaw,Cancelled,,,,,,,53.166200,-0.523800,,
Reconquista Airport,Argentina,South America,2022-11-16 00:00:00,RCQ,Arturo Dengate,Delayed,,,-29.210300,-59.680000,,,,,,
Teniente Benjamin Matienzo Airport,Argentina,South America,2022-10-01 00:00:00,TUC,Bob Dionsetto,On Time,,,-26.840900,-65.104900,,,,,,
Wiesbaden Army Airfield,Germany,Europe,2022-02-14 00:00:00,WIE,Max Berrycloth,Delayed,50.049800,8.325400,,,,,,,,
Kassel-Calden Airport,Germany,Europe,2022-11-02 00:00:00,KSF,Gauthier Klulisek,On Time,51.408400,9.377600,,,,,,,,
Penzance Heliport,United Kingdom,Europe,2022-04-23 00:00:00,PZE,Freda Lovell,On Time,,,,,,,50.117000,-5.516000,,
Francisco Sarabia International Airport,Mexico,North America,2022-06-16 00:00:00,TRC,Magdalena Ugolini,Delayed,,,,,25.568300,-103.410600,,,,
Cambridge Airport,United Kingdom,Europe,2022-04-08 00:00:00,CBG,Ichabod Drinkhall,Delayed,,,,,,,52.205000,0.175000,,
Mannheim-City Airport,Germany,Europe,2022-06-21 00:00:00,MHG,Udall Moodycliffe,Delayed,49.472700,8.514300,,,,,,,,
Unst Airport,United Kingdom,Europe,2022-04-13 00:00:00,UNT,Mil L'argent,Delayed,,,,,,,60.747200,-0.853900,,
Bayreuth Airport,Germany,Europe,2022-11-01 00:00:00,BYU,Rennie Son,On Time,49.984400,11.638600,,,,,,,,
Newquay Cornwall Airport,United Kingdom,Europe,2022-07-21 00:00:00,NQY,Davy Frisby,Cancelled,,,,,,,50.440600,-4.995400,,
Lucca-Tassignano Airport,Italy,Europe,2022-10-05 00:00:00,LCV,Shanta Spadari,Cancelled,,,,,,,,,43.837900,10.573100
Il Caravaggio International Airport,Italy,Europe,2022-05-26 00:00:00,BGY,Derrick McGrayle,Cancelled,,,,,,,,,45.673900,9.704200
Quetzalcóatl International Airport,Mexico,North America,2022-02-22 00:00:00,NLD,Daren Northill,Delayed,,,,,27.443100,-99.570500,,,,
Bristol Airport,United Kingdom,Europe,2022-07-20 00:00:00,BRS,Rand Lugden,Delayed,,,,,,,51.382700,-2.719100,,
Stuttgart Airport,Germany,Europe,2022-06-03 00:00:00,STR,Xaviera Sadler,Cancelled,48.690800,9.221600,,,,,,,,
Donaueschingen-Villingen Airport,Germany,Europe,2022-02-23 00:00:00,ZQL,Gayleen Paslow,On Time,47.973300,8.522200,,,,,,,,
London Biggin Hill Airport,United Kingdom,Europe,2022-05-19 00:00:00,BQH,Daveen Whitnell,Delayed,,,,,,,51.330800,0.032500,,
Olavarria Airport,Argentina,South America,2022-10-02 00:00:00,OVR,Christos Harsnipe,On Time,,,-36.889900,-60.216800,,,,,,
Flughafen München-Riem,Germany,Europe,2022-08-21 00:00:00,MUC,Letitia Downe,On Time,48.353800,11.786100,,,,,,,,
Comodoro Pierrestegui Airport,Argentina,South America,2022-10-31 00:00:00,COC,Garvy Capelle,On Time,,,-31.296900,-58.078300,,,,,,
Berlin-Schönefeld Airport,Germany,Europe,2022-07-11 00:00:00,SXF,Cordey Edwin,Delayed,52.380000,13.522500,,,,,,,,
RAF Mildenhall,United Kingdom,Europe,2022-07-02 00:00:00,MHZ,Tedie Etridge,On Time,,,,,,,52.361900,0.486400,,
General Enrique Mosconi Airport,Argentina,South America,2022-02-09 00:00:00,TTG,Justis Gambles,Cancelled,,,-22.619200,-63.793700,,,,,,
General Francisco J. Mujica International Airport,Mexico,North America,2022-01-05 00:00:00,MLM,Dana Wabb,On Time,,,,,19.849900,-101.025500,,,,
Lübeck Blankensee Airport,Germany,Europe,2022-04-05 00:00:00,LBC,Pierette Southey,Delayed,53.805400,10.719200,,,,,,,,
Tortolì Airport,Italy,Europe,2022-11-19 00:00:00,TTB,Wilmette Huffer,On Time,,,,,,,,,39.918800,9.682900
Fair Isle Airport,United Kingdom,Europe,2022-08-12 00:00:00,FIE,Gris Teliga,On Time,,,,,,,59.535800,-1.628100,,
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-05-29 00:00:00,CUU,Venus Nockalls,On Time,,,,,28.702900,-105.964600,,,,
Flensburg-Schäferhaus Airport,Germany,Europe,2022-07-05 00:00:00,FLF,Bertram Basey,On Time,54.773300,9.378500,,,,,,,,
Puerto Deseado Airport,Argentina,South America,2022-04-22 00:00:00,PUD,Sanderson Burchill,Delayed,,,-29.689200,-57.151800,,,,,,
Warton Airport,United Kingdom,Europe,2022-11-25 00:00:00,WRT,Claretta Kleinplac,Cancelled,,,,,,,59.350300,-2.950000,,
El Calafate Airport,Argentina,South America,2022-02-05 00:00:00,FTE,Conant Morsley,Delayed,,,-50.280300,-72.053100,,,,,,
Geilenkirchen Air Base,Germany,Europe,2022-11-04 00:00:00,GKE,Abelard Furney,On Time,50.960800,6.042400,,,,,,,,
Charata Airport,Argentina,South America,2022-12-06 00:00:00,CNT,Liam O'Quin,Delayed,,,-27.218300,-61.228600,,,,,,
Brigadier D.H.E. Ruiz Airport,Argentina,South America,2022-05-03 00:00:00,CSZ,Ursula Richfield,On Time,,,-37.446100,-61.889300,,,,,,
Rincon De Los Sauces Airport,Argentina,South America,2022-07-13 00:00:00,RDS,Fabe Dri,Delayed,,,-37.390700,-68.904200,,,,,,
Bahía de los Ángeles Airport,Mexico,North America,2022-07-17 00:00:00,BHL,Betteanne Hookes,Delayed,,,,,28.967800,-113.562000,,,,
RAF Linton-On-Ouse,United Kingdom,Europe,2022-11-13 00:00:00,HRT,Leda Edgerley,Cancelled,,,,,,,54.048900,-1.252800,,
Bitburg Airport,Germany,Europe,2022-10-25 00:00:00,BBJ,Blair Troucher,Delayed,49.945300,6.565300,,,,,,,,
Comodoro Pedro Zanni Airport,Argentina,South America,2022-03-27 00:00:00,PEH,Fania Petrello,On Time,,,-35.845600,-61.857600,,,,,,
Sigonella Navy Air Base,Italy,Europe,2022-02-03 00:00:00,NSY,Izaak Mutter,Delayed,,,,,,,,,37.401600,14.922300
Cananea National Airport,Mexico,North America,2022-07-25 00:00:00,CNA,Eziechiele Pavis,On Time,,,,,30.987500,-110.308000,,,,
Papa Westray Airport,United Kingdom,Europe,2022-11-30 00:00:00,PPW,Lebbie Sands-Allan,Delayed,,,,,,,59.353000,-2.900300,,
Sywell Aerodrome,United Kingdom,Europe,2022-07-12 00:00:00,ORM,Gianni Swire,Cancelled,,,,,,,52.292200,-0.798200,,
Coventry Airport,United Kingdom,Europe,2022-04-11 00:00:00,CVT,Fernando Bricksey,On Time,,,,,,,52.369700,-1.479700,,
Wilhelmshaven-Mariensiel Airport,Germany,Europe,2022-05-14 00:00:00,WVN,Carver Alleyn,Delayed,53.502200,8.053900,,,,,,,,
St. Mary's Airport,United Kingdom,Europe,2022-09-29 00:00:00,ISC,Cybill Normant,Cancelled,,,,,,,49.913300,-6.291700,,
Villa Reynolds Airport,Argentina,South America,2022-04-08 00:00:00,VME,Karolina Yegorovnin,Delayed,,,-33.729900,-65.387800,,,,,,
Perito Moreno Airport,Argentina,South America,2022-01-03 00:00:00,PMQ,Gaylord Cranmere,On Time,,,-46.537900,-70.978700,,,,,,
Don Miguel Hidalgo Y Costilla International Airport,Mexico,North America,2022-10-13 00:00:00,GDL,Kelsey Hartman,Cancelled,,,,,20.521800,-103.311200,,,,
Oxford (Kidlington) Airport,United Kingdom,Europe,2022-11-04 00:00:00,OXF,Shea Fawson,On Time,,,,,,,51.836900,-1.320000,,
General Urquiza Airport,Argentina,South America,2022-11-14 00:00:00,PRA,Dar Antonsen,Delayed,,,-31.794800,-60.480400,,,,,,
El Dorado Airport,Argentina,South America,2022-01-13 00:00:00,ELO,Phillip Draysey,Cancelled,,,-26.397500,-54.574700,,,,,,
Héroes De Malvinas Airport,Argentina,South America,2022-09-30 00:00:00,TDL,Nealy Douty,Delayed,,,-37.237400,-59.227900,,,,,,
Glasgow Prestwick Airport,United Kingdom,Europe,2022-11-18 00:00:00,PIK,Dasi Peerman,Delayed,,,,,,,55.509400,-4.586700,,
RAF Upper Heyford,United Kingdom,Europe,2022-08-19 00:00:00,UHF,Arlana McBlain,Delayed,,,,,,,51.929200,-1.253400,,
Dundee Airport,United Kingdom,Europe,2022-02-02 00:00:00,DND,Sinclare Sivorn,Delayed,,,,,,,56.452500,-3.025800,,
